Amplification Plots		
		
A1, Repl. 1, 01_3E4_3uL_  Qty or , FAM	Cycles	Fluorescence (dRn)
	2	0.00517
	3	0.00167
	4	0.00051
	5	0.00322
	6	0.00606
	7	0.00285
	8	-0.00266
	9	-0.00092
	10	0.00249
	11	-0.00099
	12	-0.00252
	13	-0.00124
	14	-0.00399
	15	-0.00193
	16	0.00208
	17	0.00037
	18	-0.00214
	19	-0.0031
	20	-0.00164
	21	-0.00013
	22	-0.00248
	23	-0.00549
	24	-0.00729
	25	-0.00406
	26	-0.00077
	27	-0.00212
	28	-0.00368
	29	-0.002
	30	0.00057
	31	-0.00064
	32	0.00146
	33	0.00405
	34	0.00683
	35	0.01246
	36	0.0191
	37	0.03748
	38	0.07417
	39	0.13133
	40	0.21159
	41	0.30647
	42	0.41091
	43	0.51816
	44	0.62503
	45	0.72313
	46	0.80523
	47	0.88173
	48	0.9581
	49	1.02859
	50	1.09472
G11, Repl. 23, 23_FNE015_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.02226
	2	0.01682
	3	0.01433
	4	0.01236
	5	0.01127
	6	0.00968
	7	0.00367
	8	-0.00065
	9	0.00293
	10	0.00743
	11	0.00303
	12	0.00042
	13	0.00205
	14	0.00127
	15	-0.00107
	16	-0.00337
	17	-0.00301
	18	-0.00144
	19	-0.00187
	20	-0.00177
	21	-0.00259
	22	-0.00566
	23	-0.00822
	24	-0.00579
	25	-0.00196
	26	-0.00442
	27	-0.00448
	28	-0.00061
	29	0.00229
	30	0.00546
	31	0.00422
	32	0.00472
	33	0.00942
	34	0.0116
	35	0.02
	36	0.04006
	37	0.07217
	38	0.12435
	39	0.19561
	40	0.28022
	41	0.37215
	42	0.46678
	43	0.56476
	44	0.66704
	45	0.76149
	46	0.84858
	47	0.93374
	48	1.01871
	49	1.10101
	50	1.17775
G12, Repl. 23, 23_FNE015_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01205
	2	0.0107
	3	0.00981
	4	0.00889
	5	0.0078
	6	0.00513
	7	0.00012
	8	-0.00342
	9	-0.00078
	10	0.00349
	11	0.00146
	12	-0.00036
	13	0.00035
	14	0.00122
	15	0.00236
	16	0.00285
	17	0.0013
	18	0.00026
	19	-0.00214
	20	-0.00472
	21	-0.00438
	22	-0.00458
	23	-0.003
	24	0.00134
	25	0.00308
	26	-0.00032
	27	0.00085
	28	0.00397
	29	0.00347
	30	0.00286
	31	-0.00148
	32	-0.00377
	33	0.00067
	34	0.00703
	35	0.01799
	36	0.03252
	37	0.05567
	38	0.10328
	39	0.16997
	40	0.24617
	41	0.33471
	42	0.43057
	43	0.52553
	44	0.6219
	45	0.70992
	46	0.7927
	47	0.87711
	48	0.95681
	49	1.03555
	50	1.11551
H10, Repl. 24, 24_FNE016_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00971
	2	0.0051
	3	0.00189
	4	0.00102
	5	0.00261
	6	0.0016
	7	-0.00125
	8	-0.00324
	9	-0.00217
	10	-0.00063
	11	-0.00301
	12	-0.00487
	13	-0.00547
	14	-0.00459
	15	-0.00145
	16	0.00035
	17	0.00154
	18	0.00407
	19	0.00852
	20	0.01652
	21	0.03355
	22	0.06385
	23	0.11319
	24	0.18507
	25	0.2767
	26	0.38171
	27	0.49353
	28	0.60962
	29	0.72667
	30	0.84149
	31	0.95567
	32	1.06233
	33	1.15985
	34	1.25572
	35	1.3428
	36	1.42416
	37	1.49525
	38	1.55226
	39	1.61263
	40	1.66894
	41	1.71865
	42	1.76133
	43	1.79656
	44	1.84145
	45	1.87839
	46	1.89827
	47	1.9099
	48	1.92457
	49	1.94318
	50	1.95779
H11, Repl. 24, 24_FNE016_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.0115
	2	0.00338
	3	-0.00065
	4	0.00066
	5	0.00271
	6	0
	7	-0.00274
	8	-0.00203
	9	0.00006
	10	0.00201
	11	0.00322
	12	0.00111
	13	-0.00269
	14	-0.00368
	15	-0.00147
	16	0.001
	17	0.00058
	18	0.00192
	19	0.00674
	20	0.01829
	21	0.03528
	22	0.05931
	23	0.10217
	24	0.16806
	25	0.2526
	26	0.35175
	27	0.45913
	28	0.56895
	29	0.6842
	30	0.80042
	31	0.90817
	32	1.00819
	33	1.10567
	34	1.20143
	35	1.28886
	36	1.36552
	37	1.44021
	38	1.50469
	39	1.56406
	40	1.62228
	41	1.67196
	42	1.719
	43	1.75959
	44	1.80396
	45	1.83491
	46	1.85389
	47	1.87823
	48	1.89811
	49	1.91598
	50	1.93324
H12, Repl. 24, 24_FNE016_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00647
	2	0.00346
	3	0.00135
	4	0.00099
	5	0.00226
	6	0.00149
	7	-0.00209
	8	-0.00229
	9	-0.00056
	10	-0.00038
	11	-0.00026
	12	-0.00369
	13	-0.00549
	14	-0.004
	15	-0.00227
	16	-0.00137
	17	0.0014
	18	0.0042
	19	0.00724
	20	0.01677
	21	0.03238
	22	0.05606
	23	0.09673
	24	0.16294
	25	0.24832
	26	0.34762
	27	0.45693
	28	0.57334
	29	0.69212
	30	0.81133
	31	0.92731
	32	1.03279
	33	1.13049
	34	1.22626
	35	1.31916
	36	1.39938
	37	1.47307
	38	1.54078
	39	1.60372
	40	1.66893
	41	1.73237
	42	1.78019
	43	1.8199
	44	1.8622
	45	1.89808
	46	1.92508
	47	1.94416
	48	1.96559
	49	1.98425
	50	1.99857
